siteID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,SLOPE_PCT,ASPECT_DEGREES,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,GEOL_REEDBUSH_DOM_PCT
s4414,2046.9,3428,1189,2048,441.9,1194,0.383,16.6,29.9,56.72,30.05,3.62,6.5,9.83,2.649,15.1,-3.42,1.598,-1.3,60.6,57,460.8,39.8,0.125,4.19,3.66,4.93,5.34,7.77,6.23,4.26,3.94,4.16,3.93,4.17,4.15,-7.58,-5.6,-2.7,2.01,6.9,11.15,15.51,14.85,9.63,4.13,-2.79,-6.63,0.92,1.56,75.3,10.93,83.4,172.3,1.4,0.8,1.4,9,40.4,50.2,38.1,24.8,16.2,11.8,5.7,2.8,202.5,1.43,34.95,6.3,0.46,2.43,29.38,10.62,1,0.09,3.15,1.48,0.73,5.71,52.94,17.95,42.29,39.76,0.21,17.4,60.7
s4513,2340.1,4191,1453,2231,610.4,1470,0.324,16.3,79.3,48.07,18.07,3.3,6,10.63,3.882,15.7,-3.89,2.333,-1.9,53.6,56,452.4,39.2,0.142,3.08,2.95,4.2,6.12,7.15,4.06,3.19,2.64,3.81,3.71,3.81,3,-7.78,-5.86,-2.63,2.03,7.13,11.98,16.18,15.36,10.07,4.38,-3.06,-7.02,0.7,1.44,63.7,11.79,113.4,147.8,1.3,0.6,0.6,3,17.2,30.6,29.9,21.8,15.2,10.7,5.1,2.5,138.6,1.01,20.38,3.16,0.64,1.67,21.37,5.45,2.05,0.12,2.23,1.36,0.54,5.83,46.55,21.19,39.91,38.9,0.26,17.38,67.1
s4520,2110.5,4191,1412,1889,557.6,1431,0.251,11.8,83.5,38.4,23.85,4.59,7.8,11.98,3.511,15.6,-2.87,2.204,0,53.4,53,501.3,30.9,0.177,2.09,2,3.09,4.79,6.34,3.64,2.86,2.23,3.28,3.08,2.71,2.08,-7.36,-5.17,-1.45,3.45,8.65,13.64,17.9,17.05,11.54,5.53,-2.15,-6.48,0.69,1.77,58.5,12.7,146.8,125.2,0.8,0.4,0.4,2.5,11.8,19.1,18,13.1,9.3,6.7,3,1.5,86.6,0.94,12.18,3.27,0.75,1.7,13.04,5.15,1.59,0.12,2.61,1.36,0.49,5.85,45.85,20.17,37.71,42.12,0.27,14.97,79.9
s4531,1955.6,4191,1169,1783,553.8,1171,0.26,11.5,59.6,37.34,17.42,5.29,7.2,12.68,3.414,16.1,-2.2,2.179,-1,53.9,58,527.9,28.1,0.199,1.88,1.71,2.9,4.56,6.29,3.94,2.89,2.25,3.36,3.15,2.43,1.86,-7.02,-4.6,-0.7,4.25,9.45,14.49,18.76,17.89,12.23,6.1,-1.5,-6,0.75,2.52,54.7,12.33,156.2,94.5,0.5,0.3,0.6,3,10.8,15.6,13.8,9.8,7.1,5,2.1,1,69.7,0.85,10.13,2.94,0.48,1.47,10.43,4.42,1.01,0.13,2.26,1.33,0.55,5.88,43.31,21.86,40.12,38.02,0.28,16.51,84.4
s4538,1953.9,4191,1109,1777,574.2,1120,0.274,12,74.7,37.82,17.28,5.24,7.3,12.56,3.558,16,-2.25,2.247,-0.6,54.1,61,526.2,28.3,0.201,1.92,1.72,2.9,4.56,6.35,4.06,2.97,2.33,3.43,3.18,2.42,1.87,-7.05,-4.64,-0.75,4.18,9.37,14.36,18.62,17.74,12.1,5.99,-1.53,-6.01,0.79,2.66,55.8,12.27,154.5,102.3,0.5,0.3,0.6,3,11.1,16.4,14.3,9.9,7.1,5,2,1,71.2,0.84,10.05,3.27,0.43,1.43,10.22,5.04,0.9,0.13,2.32,1.34,0.56,5.87,42.82,21.91,40.15,37.94,0.28,16.78,82
s4546,2184.5,3754,1174,2160,641.6,1192,0.392,25,75.8,53.55,17.27,4.31,7.1,10.13,4.349,15.2,-3,2.7,-0.9,54.2,58,482.5,37.7,0.089,4.17,3.24,4.46,5.35,7.2,5.15,3.88,3.12,4.23,4.18,4.42,4.13,-7.45,-5.42,-2.37,2.3,7.3,11.86,16.25,15.37,10.08,4.53,-2.52,-6.34,0.9,1.8,67.2,10.74,71.8,267.6,1.9,1,1,4.2,23.3,41.7,42.2,31.8,22.5,15.5,7.5,3.7,196.3,1.34,27.12,6.85,0.63,1.83,29.04,7.41,1.12,0.11,3.18,1.41,0.65,5.71,44.23,17.82,38.69,43.48,0.21,19.1,66.5
s4555,1373.9,1576,1136,1376,79.9,1143,0.541,11.7,65,52.76,44.12,6.58,6.3,14.04,0.548,15.3,-0.94,1.047,-2,58.7,62,558.6,25,0.184,3.09,2.35,4.03,5.45,7.69,6.74,4.74,3.12,4.8,4.88,3.14,2.93,-5.58,-3.38,0.32,5.6,10.77,15.52,20.03,19.54,13.45,7.42,0.06,-3.91,0.59,2.49,63.6,11.02,66.9,16.3,0,0.2,2,9.3,11.7,9.2,4.4,2.8,2.7,2,0.9,0,45.2,0.65,20.63,3.9,0.01,3.44,16.32,2.94,0.1,0.14,1.56,1.4,0.89,6,44.09,24.88,53.57,21.56,0.32,24.71,100
s4562,2012.5,3270,1104,2256,652,1112,0.419,14.8,55.4,59.51,36.46,3.22,7,10.34,3.705,15.2,-3.34,1.959,-1.8,59,59,453.4,42.2,0.162,3.64,2.73,5.12,7.7,8.55,6.62,3.99,3.35,5.14,5.19,3.85,3.65,-7.31,-5.69,-2.43,1.99,7.16,11.86,16.01,15.46,9.86,4.36,-2.35,-6.04,0.78,1.55,65.9,10.58,120.5,73.3,1.3,0.8,1.1,5.4,32.5,57.6,42.6,22.5,14.1,11.2,5.3,2.6,197,1.29,40.53,3.9,0.06,2.44,31.17,6.69,0.17,0.13,1.88,1.34,0.7,6,37.5,25.09,40.82,34.09,0.28,32.41,68.6
s4567,1955.4,3578,1130,1755,669.6,1130,0.337,15.3,50.1,59.16,35.57,4.04,7,10.99,3.527,15,-2.89,2.236,-1.5,59.3,59,480.1,38.9,0.155,3.39,2.55,5.1,7.59,8.45,6.48,3.97,3.23,5.56,5.44,4.13,3.29,-6.93,-5.22,-1.93,2.6,7.8,12.51,16.6,16.01,10.33,4.94,-1.83,-5.58,0.91,1.6,60.4,10.54,72.9,73.3,1.2,0.7,1.3,5.1,25.8,44.8,37.2,23.1,15.7,11.5,5.3,2.5,174.3,3.38,41.82,7.39,0.25,3.44,31.61,9.48,0.85,0.12,2.48,1.36,0.67,6,43.33,21.62,39.13,39.24,0.26,31.23,50.6
s4569,1338,1978,1125,1334,116,1126,0.25,9.4,32.4,46.37,36.38,7.02,6.8,14.29,0.556,15,-0.81,0.329,-1.5,59.4,59,591,20.3,0.23,2.16,1.7,3.25,5.76,7.36,6.44,3.77,2.38,4.71,4.3,2.83,2,-5.85,-3.48,0.5,5.75,11.15,15.97,20.37,19.62,13.7,7.7,0.27,-4.22,0.95,1.97,62,11.97,135.2,74,0,0,0.3,2,4.3,3.9,2,1,2,1.5,0,0,17.2,2.78,5.74,9.24,0.03,3.88,5.47,13.26,0.07,0.15,2.33,1.34,0.71,6,50.66,26.45,44.86,28.69,0.31,21.15,100
s4570,1286.7,1978,1048,1298,101.2,1060,0.257,10.4,355.8,41.57,31.04,6.97,7.1,14.61,0.396,15.4,-0.79,0.5,-2.6,59,58,594.5,19.8,0.267,1.77,1.39,2.69,4.97,6.87,6.3,3.6,2.38,4.1,3.79,2.26,1.67,-6.01,-3.5,0.66,6.12,11.51,16.4,20.84,20.11,14.03,7.87,0.23,-4.39,0.76,2.09,61.6,11.44,100.2,73.7,0,0,0.2,2,4.3,3.9,2,1.2,2,1.6,0,0,17.2,0.68,2.85,4.1,0.02,1.17,2.81,7.68,0.04,0.15,2.93,1.33,0.63,6,48.08,27,46.22,26.78,0.31,21.01,100
s4571,1704,3578,1041,1358,625.6,1046,0.261,13,52.7,52.4,30,4.93,7.1,12.22,3.452,15.3,-2.29,1.985,-2.7,59.1,58,515.2,32.7,0.188,2.86,2.16,4.17,6.62,7.88,6.4,3.83,2.92,4.85,4.7,3.32,2.79,-6.69,-4.69,-1.09,3.8,9.05,13.82,18.05,17.42,11.62,5.9,-1.19,-5.24,0.8,2.04,63,10.84,142.9,73.3,0.8,0.5,0.8,4.1,19.6,32.9,25.1,14.3,9.8,7.5,3.2,1.6,120.2,1.63,26.17,4.58,0.11,2.29,21.07,7.32,0.35,0.14,2.15,1.34,0.67,6,41.24,25.74,42.53,31.73,0.29,27.57,76.2
s4572,1610.7,3578,1023,1318,596,1025,0.23,12.2,52.4,49.86,34.42,5.31,7,12.74,3.291,15.8,-2.06,1.863,-1.7,59.1,58,531.1,30.2,0.199,2.64,2,3.87,6.23,7.6,6.3,3.78,2.8,4.63,4.46,3.08,2.58,-6.6,-4.46,-0.74,4.3,9.57,14.37,18.63,17.99,12.12,6.28,-0.94,-5.11,0.78,2.03,62.4,10.95,148.6,73.3,0.6,0.4,0.7,3.8,16.7,27.5,20.7,11.8,8.2,6.4,2.6,1.3,100.7,1.39,21.77,3.77,0.2,1.95,18.03,6.16,0.64,0.14,2.03,1.34,0.63,6,41,26.38,43.41,30.22,0.3,26.46,80.7
s4574,1467.2,3578,927,1247,535.1,931,0.204,11.2,52.6,46.68,33.99,5.94,7.4,13.56,2.965,16.2,-1.59,1.711,-1,59.1,57,557.5,26.7,0.218,2.36,1.79,3.51,5.66,7.14,6.33,3.81,2.7,4.24,4.14,2.78,2.33,-6.5,-4.13,-0.2,5.09,10.4,15.26,19.54,18.9,12.89,6.85,-0.61,-4.99,0.78,2,60.9,11.06,140.3,71.5,0.4,0.3,0.7,3.2,12.6,19.9,14.7,8.5,6.2,4.8,1.8,0.9,74,0.97,19.41,2.68,0.14,1.39,16.12,4.52,0.46,0.15,1.92,1.35,0.62,5.99,41.33,26.34,45.18,28.48,0.31,26.27,86.9
s4575,1130.7,1349,886,1151,90.4,890,0.529,8.5,324.9,38.56,35.84,7.26,7.5,15.13,0.42,15.9,-0.41,0.585,-0.5,59,57,616.5,18.7,0.305,1.52,1.22,2.41,4.34,6.05,6.58,3.97,2.53,3.04,3.46,1.87,1.55,-6.42,-3.56,0.9,6.65,12.15,17.2,21.61,20.97,14.62,8,0.03,-4.9,0.84,2.53,52.1,11.29,168.8,26.2,0,0,0.4,2.1,3.8,3.9,2,1.3,1.9,1.3,0,0,16.7,0.46,23.55,0.33,0,0.83,16.76,1.11,0,0.16,1.31,1.37,0.82,6,34.01,26.05,54.11,19.84,0.34,29.71,100
s4577,981.9,1349,754,966,117.1,766,0.383,6.2,14.1,36.08,34.35,7.07,7.4,14.99,0.327,15.4,-0.45,0.307,-0.1,57.9,58,621.3,16.5,0.328,1.4,0.95,1.89,4.02,6.18,5.93,3.85,2.54,3.2,3.32,1.56,1.25,-7.21,-4.16,0.61,6.94,12.6,17.55,21.91,21.13,14.72,8.12,-0.15,-5.34,0.87,2.71,31.9,11.59,193.2,25.8,0,0,0,2,3.1,3.3,2,1.2,1.7,1,0,0,14.4,0.31,10.64,1.7,0.02,0.39,5.12,2.31,0.09,0.15,1.78,1.38,0.64,6,37.75,26.89,49.91,23.2,0.35,27.12,100
s4578,1228.5,3578,716,1146,452.3,720,0.179,9.2,37,41.68,33.4,6.63,7.7,14.38,2.247,15.5,-0.96,1.396,0.1,58.6,59,592.5,22,0.258,1.91,1.44,2.78,4.81,6.58,6.25,3.8,2.61,3.67,3.78,2.23,1.86,-6.73,-4.01,0.32,6.09,11.53,16.47,20.78,20.06,13.85,7.55,-0.27,-5.05,0.82,2.06,50.3,11.25,149.6,48.2,0.2,0.1,0.4,2.6,7.9,11.5,8.2,4.8,3.9,2.9,0.9,0.4,43.9,0.65,18.52,2.1,0.09,0.94,13.47,3.32,0.31,0.15,1.82,1.37,0.65,6,40.11,26.07,48.05,25.88,0.33,26.99,93.6
s4586,1790.2,3157,1332,1702,302.9,1335,0.251,8,94.5,35.7,33.26,6.13,7,13.57,2.378,16.2,-0.75,0.963,-0.8,55.4,56,544.9,22.6,0.294,1.29,1.32,2.4,4.59,6.58,4.78,3.44,2.09,2.93,3.18,1.83,1.32,-5.57,-3.63,0.02,4.89,10.2,15.53,20.05,19.25,13.43,7.1,-0.27,-4.36,0.73,1.94,62.1,11.35,305.3,63.7,0.1,0,0.7,3.7,8.6,6.8,3.6,2.1,1.7,1.5,0.2,0.1,29.2,0.37,6.34,0.36,0.02,0.34,5.35,0.62,0.07,0.13,1.71,1.29,0.7,5.94,35.77,26.84,40.64,32.52,0.29,24.74,99.2
s4587,1689.6,3180,1217,1613,306.9,1230,0.241,7.1,85.3,35.43,32.7,6.32,6.9,13.95,2.12,15.3,-0.68,0.833,-0.8,55.7,57,556.2,21.6,0.301,1.26,1.29,2.31,4.46,6.6,4.91,3.38,2.17,2.88,3.13,1.79,1.3,-5.6,-3.52,0.2,5.2,10.55,15.87,20.4,19.59,13.73,7.38,-0.1,-4.32,0.72,2.27,60.9,11.51,307.7,62.2,0.1,0,0.5,3.2,7.1,5.7,3.2,1.8,1.5,1.3,0.2,0.1,24.7,0.29,4.71,0.36,0.02,0.27,4.01,0.54,0.09,0.14,1.72,1.29,0.67,5.93,34.86,27.17,41.47,31.36,0.3,24.32,99.4
s4590,1634.3,3425,1152,1445,429.5,1152,0.212,8.5,97.1,37.57,34.31,6,6.9,13.68,2.489,15.7,-1.2,1.427,-1.8,58,59,546.7,21.4,0.318,1.29,1.2,2.23,4.5,6.38,5.63,3.76,2.86,3.63,2.99,1.85,1.22,-5.78,-3.76,-0.05,4.9,10.18,15.27,19.64,18.96,13.07,7.1,-0.21,-4.5,0.7,2.69,59.9,11.35,156.6,156.3,0.1,0,0.3,2.8,8.2,8.2,4.7,2.5,2.2,1.5,0.3,0.1,30.9,0.53,15.43,0.68,0.05,0.6,12.3,1.38,0.24,0.15,2.38,1.31,0.63,5.91,38.13,26.02,41.67,32.31,0.3,26.06,89.5
s4591,1636.7,3425,1107,1543,335.1,1112,0.229,7.5,85.9,35.7,33.27,6.34,7,14.02,2.09,15.8,-0.73,0.949,-1,56.3,59,559.7,21,0.305,1.27,1.27,2.26,4.43,6.51,5.1,3.43,2.32,3.01,3.07,1.78,1.28,-5.69,-3.54,0.24,5.28,10.62,15.91,20.41,19.64,13.73,7.41,-0.07,-4.4,0.71,2.31,59.3,11.5,279.8,76.9,0.1,0,0.4,2.9,6.9,5.9,3.3,1.8,1.6,1.3,0.2,0.1,24.5,0.34,5.92,0.37,0.02,0.32,4.95,0.62,0.11,0.14,1.87,1.29,0.67,5.92,35.17,26.75,41.72,31.53,0.3,24.79,97.9
s4592,1355.6,1535,1139,1364,80.2,1142,0.547,7.5,322.3,38.07,34.55,7,6.9,14.57,0.368,15.7,0.16,0.492,-0.9,57.7,59,601.5,18,0.321,1.28,1.25,2.31,4.57,6.89,5.96,3.53,2.73,3.26,3.38,1.77,1.29,-5.84,-3.22,0.72,6.13,11.55,16.91,21.49,20.89,14.63,8.11,0.44,-4.42,0.67,1.75,49.6,12.29,1099.9,57.4,0,0,0,2,5,4.3,2,1.9,2,1.7,0,0,18.8,0.21,0.88,0.09,0.01,0.16,1.36,0.24,0.02,0.16,1.71,1.29,0.57,5.97,38.78,26.17,44.25,29.58,0.31,30.04,100
s4600,1705.1,4009,1066,1402,619,1082,0.217,12.5,80.2,44.38,35.42,5.57,7.3,12.84,3.342,15.8,-1.71,2.495,-0.8,59,60,538.9,25.7,0.266,1.9,1.58,3.09,5.44,7.07,6.14,4.14,3.06,4.01,3.81,2.36,1.79,-6.4,-4.37,-0.65,4.26,9.56,14.53,18.83,18.18,12.33,6.43,-0.77,-5.13,0.69,2.03,59,10.9,69.8,140.9,0.4,0.2,0.4,2.7,11,16.5,13.1,8.8,6.7,4.4,1.8,0.8,66.9,0.93,19.89,1.97,0.61,1.69,16.28,4.05,1.21,0.13,3.23,1.34,0.61,5.88,43.52,22.95,40.99,36.07,0.28,31.44,72.1
s4601,1599.7,4009,1020,1481,396,1026,0.194,8.2,80.9,37.21,36.95,6.3,7,13.97,2.272,16.2,-0.8,1.33,-0.9,57,59,562.1,21.3,0.301,1.37,1.3,2.39,4.58,6.6,5.37,3.56,2.46,3.18,3.22,1.86,1.36,-5.85,-3.64,0.19,5.29,10.63,15.87,20.35,19.62,13.66,7.37,-0.13,-4.55,0.7,2.18,58.1,11.49,279.2,81.3,0.1,0.1,0.4,2.8,7.2,7.2,4.6,2.8,2.4,1.8,0.4,0.2,29.7,0.41,7.65,0.64,0.11,0.49,6.32,1.08,0.28,0.14,2.07,1.3,0.66,5.92,36.79,26,41.96,32.04,0.3,26.34,94.5
s4602,1247.8,1507,1036,1251,80.9,1037,0.45,5.9,16.2,38.85,36.81,7.09,7.4,14.92,0.351,15.4,-0.31,0.404,-0.7,59.4,59,606.6,16.9,0.338,1.26,1.18,2.25,4.34,6.84,6.28,4.17,2.9,3.26,3.67,1.58,1.26,-6.33,-3.55,0.62,6.41,11.85,17.13,21.61,20.96,14.7,8.15,0.27,-4.89,0.73,2.15,49,12.76,811.9,6.2,0,0,0,2,4.3,4.2,2.1,1.5,1.7,1.3,0,0,17.1,0.5,3.08,1.03,0.04,0.37,1.9,1.75,0.1,0.16,2.17,1.3,0.68,5.98,38.42,23.56,41.94,34.5,0.3,30.4,100
s4603,1390.4,4009,725,1322,418,752,0.203,7.3,61.8,37.2,34.02,6.6,7.1,14.35,1.858,15.1,-0.66,1.08,-0.5,57.5,58,584.3,19.3,0.317,1.32,1.19,2.23,4.37,6.49,5.73,3.8,2.57,3.21,3.31,1.73,1.31,-6.32,-3.81,0.3,5.87,11.3,16.51,20.94,20.21,14.09,7.64,-0.09,-4.85,0.77,2,50.2,11.69,359.9,52.6,0.1,0,0.2,2.5,5.7,5.7,3.6,2.2,2.1,1.5,0.2,0.1,24,0.4,6.36,1.22,0.11,0.44,4.97,1.55,0.35,0.15,2,1.32,0.65,5.94,36.85,25.98,43.16,30.87,0.31,26.93,96.6
s4608,707.5,849,597,708,30.5,614,0.438,5.3,54.2,40.23,39.68,5.39,5.3,11.99,0.08,12,-1.78,0.136,-2,65,65,607,16.3,0.427,0.93,0.86,1.65,3.36,5.33,8.01,5.98,4.1,4.34,3.06,1.64,1.01,-12.02,-8.33,-2.56,5.44,12.19,17.08,20.5,19.86,13.51,6.82,-2.58,-9.07,0.91,2.66,18.9,11.95,388.1,14.1,0,0,0,1,3,4,3,2,2,1,0,0,16,0.77,8.34,19.78,0.14,0.8,12.72,18.32,0.54,0.17,1.23,1.37,1.15,5.99,35.99,28.9,49.73,21.37,0.32,41.94,100
s4639,714.1,931,501,708,72.6,508,0.496,2.9,76.9,43.37,43.4,5.5,5.3,12.44,0.173,12.1,-1.37,0.151,-1.2,63.8,66,601,16.6,0.414,1.09,1.04,1.88,4.36,6.08,8.05,6.24,4.64,3.83,3.43,1.68,1.05,-11.25,-8.19,-2.48,5.7,12.32,17.38,21.03,20.27,14.07,7.4,-1.7,-8.18,0.94,2.44,17.4,12.4,371.6,25,0,0,0,2,4.2,5,3.4,2.7,2,1,0,0,20.3,4.1,0.87,47.26,0.53,3.66,1.81,34.38,1.53,0.16,2.27,1.36,1.48,5.94,40.28,26.59,47.16,26.25,0.3,46.83,100
s4661,1558.6,1921,1316,1549,112.1,1320,0.401,3.9,82.3,32.73,33.12,7.2,7.4,14.66,0.635,16.1,-0.58,0.258,-0.3,57.1,58,582.9,18.7,0.327,0.92,1.09,1.94,4.08,6.04,4.42,3.8,2.22,2.76,2.58,1.67,1.21,-5.24,-3.15,0.37,5.71,11.22,16.55,20.99,20.18,14.27,7.85,0.24,-3.97,0.83,1.58,43.3,11.91,255.4,7.8,0,0,0,1.5,3.3,2.9,2,1,1,1,0,0,12.8,0.1,0.63,0.01,0.01,0.08,0.44,0.02,0.02,0.15,2.5,1.34,0.56,5.99,40.63,23.25,38.02,38.73,0.3,28.32,100
s4663,1427.9,1921,1094,1426,141.4,1095,0.404,3.9,71,34.93,39.28,7.52,8.2,15.33,0.706,16.2,-0.4,0.278,-0.5,56.7,58,606.1,16.2,0.362,0.84,1.1,2.05,4.44,6.23,4.95,4.44,2.75,2.86,2.67,1.57,1.06,-5.43,-3.09,0.68,6.23,11.84,17.23,21.67,20.86,14.87,8.28,0.5,-4.13,0.98,1.88,47.9,12.02,344.8,7.1,0,0,0,1.8,3.3,3,2.1,1.2,1.2,1,0,0,13.6,0.21,1.26,0.28,0.02,0.17,1.03,0.17,0.05,0.16,2.2,1.33,0.61,5.98,37.99,25.38,39.74,34.88,0.3,29.83,100
s4700,1520.1,1835,1383,1517,56.6,1391,0.303,3.3,62.9,34.88,35.14,6.88,7,14.31,0.289,14.8,-0.54,0.145,-0.6,56.9,57,577.9,18.4,0.343,0.99,1.09,2.04,3.87,6.32,5.41,3.78,2.64,2.89,3,1.55,1.15,-5.64,-3.36,0.17,5.57,10.94,16.25,20.86,20.09,14.14,7.85,0.16,-4.19,0.96,2.77,43.7,12.24,612.8,4.8,0,0,0,1.5,3.2,3,2,1.1,1,1,0,0,12.8,0.67,0.02,0.82,0.02,0.75,0.03,0.95,0.09,0.17,1.23,1.3,0.43,6,42.46,31.42,42.7,25.88,0.32,29.56,100
s4703,1437.1,1835,1250,1435,80.3,1251,0.32,4.1,44.1,36.99,37.93,6.93,7.3,14.44,0.268,14.8,-0.48,0.197,-0.8,57.9,59,587.5,17.6,0.342,1.12,1.24,2.18,4.06,6.49,5.85,4.16,2.91,2.89,3.28,1.54,1.24,-6.05,-3.63,0.15,5.76,11.24,16.56,21.13,20.37,14.32,7.88,0.13,-4.57,0.87,2.6,50.2,13.1,2107.2,4.4,0,0,0,1.8,3.6,3.4,2.1,1.5,1.2,1.1,0,0,14.8,1.55,0.69,1.01,0.03,1.25,0.51,0.97,0.07,0.16,1.96,1.31,0.53,6,43.48,25.69,39.92,34.39,0.3,31.46,100
s4720,1630.7,2134,1124,1658,191.3,1122,0.502,18.7,48.4,70.59,56.59,6.44,7.5,12.62,0.995,15,-0.66,0.734,0.5,56.7,60,554.9,25.1,0.277,2.96,3.04,5.58,8.68,11.19,10.01,7.04,5.42,4.08,5.55,3.83,3.32,-5.56,-4.2,-1.15,4.22,9.57,14.81,18.88,18.12,12.68,6.76,-0.05,-4.18,0.89,1.56,72.4,10.71,45.8,65.3,1.7,2.7,7.6,36.9,52.4,41.2,22.7,12.7,7,7.8,5.2,3,200.9,4.68,73.33,0.04,0.44,9.39,71.01,0.09,1,0.12,1.84,1.46,0.77,5.94,49.4,22.97,53.4,23.63,0.26,75.81,100
s4722,1360.6,2134,865,1361,340,868,0.391,12.8,50.1,61.89,46.11,7.1,7.8,13.73,1.45,15.2,-0.08,0.882,0.2,58.1,60,591.4,20.5,0.303,2.28,2.43,4.55,7.43,10.08,9.41,6.43,4.76,3.77,5.12,3.15,2.54,-5.49,-3.88,-0.45,5.45,10.95,16.17,20.22,19.44,13.9,7.75,0.63,-3.87,0.92,1.44,67.7,11.24,406.6,65.1,0.9,1.5,4.7,22.3,33.2,26.9,14.8,8.3,4.9,5.3,3.1,1.7,127.6,3.84,46.56,5.9,0.31,5.53,39.14,7.29,0.73,0.13,1.65,1.41,0.74,5.95,48.46,25.66,50.03,24.3,0.28,63.56,100
s4833,423.5,518,313,426,31.3,315,0.539,2,173,75.87,77.17,7.77,9.7,14.17,0.667,16.2,1.92,0.512,3.5,68.5,68,665.3,13.5,0.367,1.72,1.61,5.08,7.8,9.53,11.64,9.85,9.92,7.33,5.28,4.1,2.01,-8.88,-6.09,0.26,8.5,15.12,20.43,22.95,21.75,16.81,10.35,1.23,-5.94,0.78,1.95,49.8,12.67,387.7,173.4,1.3,1,7,24.8,23.7,21.6,13.6,10.9,8.4,7.5,6,2.8,128.4,6.32,2.48,83.35,1.47,5.65,3.25,75.88,2.65,0.19,1.51,1.4,2.12,4.45,60,27.19,56.43,16.38,0.29,127.24,100
s4836,402,474,305,408,29.1,316,0.574,4.1,211,80.4,82.6,8.63,9.5,15.1,0.497,16.3,2.92,0.367,3.7,68.1,67,684.8,12.7,0.343,1.97,1.89,5.58,8.15,10.57,11.56,10.32,9.29,8.43,5.97,4.22,2.47,-7.33,-4.75,1.56,9.4,15.7,20.93,23.5,22.33,17.59,11.21,2.39,-4.57,0.92,1.39,47.7,12.01,179.9,174.3,2,1.3,11.8,28.2,28.7,24.4,15.5,11.7,10.2,8.8,7.3,3.5,153.3,6.8,2.12,85.25,0.38,7.23,2.92,80.78,1.01,0.21,1.32,1.33,1.55,5.39,60,26.32,68.75,4.93,0.32,146.14,100
s4853,2491.8,3946,1949,2482,327.8,1962,0.272,10.1,22.3,52.54,26.09,3.71,6,10.65,2.276,13.3,-4.33,1.929,-1.6,57.3,60,449.1,47.6,0.095,4.93,4.04,4.91,5.47,5.97,3.39,3.72,3.1,3.49,4.28,4.57,4.7,-7.81,-6.35,-3.26,1.71,7.02,11.91,15.58,14.63,9.88,4.17,-2.89,-6.84,0.83,2.01,57.5,11.69,183.4,247.9,1.5,0.7,0.8,10.1,40.4,43.6,36,25.2,17.3,12.9,6.4,3.1,198.1,0.79,30.28,5.1,0.35,0.8,24.94,9.87,0.79,0.11,3.83,1.38,0.5,5.66,48.21,18.62,35.65,45.72,0.22,29.13,65.9
s4856,2223.4,3656,1954,2157,228.2,1958,0.158,5.1,71.1,38.34,29.5,5.17,6.1,11.79,1.755,13.7,-3.24,1.108,-2,54.9,56,495.8,38.8,0.173,2.24,2.13,3.19,4.34,5.89,3.47,3.66,2.76,2.88,3.02,2.34,2.39,-7.11,-5.55,-2.25,2.89,8.22,13.55,17.48,16.54,11.37,5.16,-2.17,-6.23,0.61,2.89,50.6,12.23,473.4,49.2,0.4,0.2,0.3,5,18.3,16.4,12.5,8.3,5.8,4.2,1.7,0.8,73.7,0.46,7.55,1.7,0.19,0.54,7.68,4.38,0.28,0.13,2.72,1.34,0.53,5.9,43.71,20.62,38.95,40.43,0.27,26.91,90.8
